file_name,transcription,prediction
data/0_input/handout-modified/train/534.png,Pacien,"Pacien
"
data/0_input/handout-modified/test/535.png,,
data/0_input/handout-modified/test/536.png,,
data/0_input/handout-modified/test/537.png,,
data/0_input/handout-modified/train/538.png,ello,
data/0_input/handout-modified/train/539.png,nacido,"nacido
"
data/0_input/handout-modified/train/540.png,"Liberalidad,","Liberalidad
"
data/0_input/handout-modified/test/541.png,,"Yos
"
data/0_input/handout-modified/train/542.png,fa-,
data/0_input/handout-modified/train/543.png,llegareys,
data/0_input/handout-modified/train/544.png,titulo,"rtculo
"
data/0_input/handout-modified/train/545.png,"Caton,","Carton»
"
data/0_input/handout-modified/test/546.png,,
data/0_input/handout-modified/train/547.png,to-,
data/0_input/handout-modified/train/548.png,"nobleza,","confernalé
"
data/0_input/handout-modified/test/549.png,,"que
"
data/0_input/handout-modified/test/550.png,,"perſonas
"
data/0_input/handout-modified/test/551.png,,
data/0_input/handout-modified/test/552.png,,
data/0_input/handout-modified/train/553.png,buena,"buena
"
data/0_input/handout-modified/train/554.png,Santo,
data/0_input/handout-modified/train/555.png,orfandad,"orfandad
"
data/0_input/handout-modified/train/556.png,espiritu,"ciípiritua
"
data/0_input/handout-modified/train/557.png,dexeys,"dexevs!
"
data/0_input/handout-modified/test/558.png,,"Ovyrevs
"
data/0_input/handout-modified/train/559.png,doce,
data/0_input/handout-modified/test/560.png,,
data/0_input/handout-modified/test/561.png,,
data/0_input/handout-modified/train/562.png,lor,"E 5 :
“== e. 1 a 2
"
data/0_input/handout-modified/train/563.png,principalmente,"principalmente
"
data/0_input/handout-modified/test/564.png,,
data/0_input/handout-modified/train/565.png,llegando,"llegando
"
data/0_input/handout-modified/train/566.png,actos,
data/0_input/handout-modified/train/567.png,"años,",
data/0_input/handout-modified/test/568.png,,"Virecn,
"
data/0_input/handout-modified/train/569.png,"Iglesia,","¡zicatia
"
data/0_input/handout-modified/train/570.png,Italia,"Icalia
"
data/0_input/handout-modified/train/571.png,tivar,
data/0_input/handout-modified/test/572.png,,"proceda
"
data/0_input/handout-modified/test/573.png,,"llega
"
data/0_input/handout-modified/train/574.png,ron,
data/0_input/handout-modified/train/575.png,"guia,","e y TE 23
"
data/0_input/handout-modified/test/576.png,,
data/0_input/handout-modified/train/577.png,"sas,",
data/0_input/handout-modified/test/578.png,,"Imitad
"
data/0_input/handout-modified/train/579.png,quita,
data/0_input/handout-modified/train/580.png,hu-,
data/0_input/handout-modified/test/581.png,,"las
"
data/0_input/handout-modified/train/582.png,dexaros,"dexaros
"
data/0_input/handout-modified/test/583.png,,"ninguna
"
data/0_input/handout-modified/test/584.png,,"los
"
data/0_input/handout-modified/train/585.png,cosa,"<co ſa
"
data/0_input/handout-modified/train/586.png,Iglesia,"Iglefia
"
data/0_input/handout-modified/test/587.png,,"todo
"
data/0_input/handout-modified/train/588.png,desve-,"deſu.
"
data/0_input/handout-modified/test/589.png,,
data/0_input/handout-modified/train/590.png,estado,"deſcuydo
"
data/0_input/handout-modified/train/591.png,enseñan,"enſeñan
"
data/0_input/handout-modified/test/592.png,,
data/0_input/handout-modified/train/593.png,respecto,"reſpeéto
"
data/0_input/handout-modified/test/594.png,,"ſer
"
data/0_input/handout-modified/test/595.png,,"que
"
data/0_input/handout-modified/train/596.png,rad,"l.-2aci
"
data/0_input/handout-modified/train/597.png,hermanos:,
data/0_input/handout-modified/test/598.png,,
data/0_input/handout-modified/test/599.png,,"celebrando
"
data/0_input/handout-modified/train/600.png,donde,"Idonde
"
data/0_input/handout-modified/train/601.png,PUES,
data/0_input/handout-modified/train/602.png,propios,"propios
"
data/0_input/handout-modified/test/603.png,,
data/0_input/handout-modified/train/604.png,desseo,"deſeo
"
data/0_input/handout-modified/train/605.png,"Basilio,","Baſilio.
"
data/0_input/handout-modified/train/606.png,Espero,
data/0_input/handout-modified/train/607.png,"assi,","a LlIiza
"
data/0_input/handout-modified/test/608.png,,
data/0_input/handout-modified/train/609.png,"dres,",
data/0_input/handout-modified/train/610.png,prendas,"prendas
"
data/0_input/handout-modified/test/611.png,,
data/0_input/handout-modified/train/612.png,to,
data/0_input/handout-modified/test/613.png,,"otra
"
data/0_input/handout-modified/train/614.png,pre,
data/0_input/handout-modified/test/615.png,,"Quareſma
"
data/0_input/handout-modified/train/616.png,encamina-,"encamina-
"
data/0_input/handout-modified/train/617.png,fluos,"COFTTIA
"
data/0_input/handout-modified/train/618.png,juzgando,"juzgando
"
data/0_input/handout-modified/train/619.png,li-,
data/0_input/handout-modified/train/620.png,"virtudes,","virtudes
"
data/0_input/handout-modified/test/621.png,,
data/0_input/handout-modified/test/622.png,,
data/0_input/handout-modified/test/623.png,,"{bre
"
data/0_input/handout-modified/train/624.png,"reglas,",
data/0_input/handout-modified/test/625.png,,"diuino
"
data/0_input/handout-modified/train/626.png,Magestad.,"Maxgeítad.
"
data/0_input/handout-modified/train/627.png,nacimos,"hrijos
"
data/0_input/handout-modified/train/628.png,"fineza,","hneza
"
data/0_input/handout-modified/train/629.png,tambien,"cambien
"
data/0_input/handout-modified/test/630.png,,"del
"
data/0_input/handout-modified/train/631.png,"Ambrosio,","Ambroſio.
"
data/0_input/handout-modified/test/632.png,,
data/0_input/handout-modified/train/633.png,"recatada,","recatada. mera
"
data/0_input/handout-modified/train/634.png,"fundadores,","Fundadores
"
data/0_input/handout-modified/train/635.png,gana,"2222
"
data/0_input/handout-modified/train/636.png,merecer,
data/0_input/handout-modified/test/637.png,,
data/0_input/handout-modified/test/638.png,,
data/0_input/handout-modified/train/639.png,otro,
data/0_input/handout-modified/train/640.png,servido,"{ecruido
"
data/0_input/handout-modified/train/641.png,sabiduria,
data/0_input/handout-modified/train/642.png,después,"deſpues
"
data/0_input/handout-modified/train/643.png,usad,
data/0_input/handout-modified/test/644.png,,"pero
"
data/0_input/handout-modified/train/645.png,llevar,
data/0_input/handout-modified/train/646.png,te,"LAA —
"
data/0_input/handout-modified/train/647.png,obli-,
data/0_input/handout-modified/train/648.png,llorado,
data/0_input/handout-modified/train/649.png,venia,"venia
"
data/0_input/handout-modified/test/650.png,,"que
"
data/0_input/handout-modified/test/651.png,,
data/0_input/handout-modified/train/652.png,grande,"claridad.
"
data/0_input/handout-modified/train/653.png,nuestro,"nueſtro
"
data/0_input/handout-modified/train/654.png,ex,
data/0_input/handout-modified/train/655.png,"Bernardo,","Bernardo
"
data/0_input/handout-modified/train/656.png,llos),"Sl1los
"
data/0_input/handout-modified/test/657.png,,"arricſgalda
"
data/0_input/handout-modified/train/658.png,serlo,"ferl>zs
"
data/0_input/handout-modified/test/659.png,,
data/0_input/handout-modified/train/660.png,quedando,"quedando
"
data/0_input/handout-modified/test/661.png,,"auer}
"
data/0_input/handout-modified/train/662.png,encontran-,"encontran-
"
data/0_input/handout-modified/train/663.png,"propio,","proprio»
"
data/0_input/handout-modified/train/664.png,"nas,",
data/0_input/handout-modified/test/665.png,,
data/0_input/handout-modified/test/666.png,,"Lunes
"
data/0_input/handout-modified/test/667.png,,
data/0_input/handout-modified/train/668.png,lumi-,"lumi-
"
data/0_input/handout-modified/test/669.png,,
data/0_input/handout-modified/train/670.png,puede,
data/0_input/handout-modified/train/671.png,poblada,"poblada
"
data/0_input/handout-modified/test/672.png,,
data/0_input/handout-modified/train/673.png,"subditos,","Mubdicos
"
data/0_input/handout-modified/test/674.png,,
data/0_input/handout-modified/train/675.png,todos,"codos
"
data/0_input/handout-modified/train/676.png,parte;,"parcez
"
data/0_input/handout-modified/train/677.png,aborre,"2borre
"
data/0_input/handout-modified/test/678.png,,"Abraham
"
data/0_input/handout-modified/train/679.png,"ressado,","rallado,
"
data/0_input/handout-modified/train/680.png,"ociosidad,","ociolidad
"
data/0_input/handout-modified/train/681.png,nos,
data/0_input/handout-modified/train/682.png,vinculada,
data/0_input/handout-modified/train/683.png,"dignidad,","dignidad
"
data/0_input/handout-modified/train/684.png,talentos,"calentos
"
data/0_input/handout-modified/train/685.png,Y,
data/0_input/handout-modified/train/686.png,premo,"pDremo
"
data/0_input/handout-modified/test/687.png,,"{er
"
data/0_input/handout-modified/test/688.png,,
data/0_input/handout-modified/test/689.png,,"C ups.
"
data/0_input/handout-modified/test/690.png,,"pues
"
data/0_input/handout-modified/train/691.png,su-,"<<...
"
data/0_input/handout-modified/test/692.png,,"los
"
data/0_input/handout-modified/test/693.png,,"de
"
data/0_input/handout-modified/test/694.png,,
data/0_input/handout-modified/train/695.png,nía,"[5.3
"
data/0_input/handout-modified/test/696.png,,"peli-
"
data/0_input/handout-modified/test/697.png,,"propria-
"
data/0_input/handout-modified/train/698.png,ellos,"ellos
"
data/0_input/handout-modified/test/699.png,,
data/0_input/handout-modified/train/700.png,sino,"NAnea
"
data/0_input/handout-modified/test/701.png,,"con
"
data/0_input/handout-modified/test/702.png,,
data/0_input/handout-modified/train/703.png,descuento,"de{cuenro
"
data/0_input/handout-modified/test/704.png,,"podeys
"
data/0_input/handout-modified/train/705.png,"Trajano,","Trajano,
"
data/0_input/handout-modified/test/706.png,,
data/0_input/handout-modified/test/707.png,,
data/0_input/handout-modified/train/708.png,"manifiesta,","manifieſta,pues
"
data/0_input/handout-modified/test/709.png,,
data/0_input/handout-modified/train/710.png,"trabajo,","crabajo,
"
data/0_input/handout-modified/test/711.png,,
data/0_input/handout-modified/test/712.png,,
data/0_input/handout-modified/train/713.png,"Iorgias,",
data/0_input/handout-modified/train/714.png,"reverenciad,","reuerenciad
"
data/0_input/handout-modified/test/715.png,,
data/0_input/handout-modified/train/716.png,suyos.,"fuvos.
"
data/0_input/handout-modified/train/717.png,perfumar,"perfamar
"
data/0_input/handout-modified/test/718.png,,"Ocalion
"
data/0_input/handout-modified/train/719.png,asi,
data/0_input/handout-modified/test/720.png,,"obligaciones
"
data/0_input/handout-modified/train/721.png,Para,"Para
"
data/0_input/handout-modified/test/722.png,,
data/0_input/handout-modified/train/723.png,ocasiones,"ocaliones
"
data/0_input/handout-modified/test/724.png,,
data/0_input/handout-modified/test/725.png,,
data/0_input/handout-modified/test/726.png,,"Capellanes
"
data/0_input/handout-modified/train/727.png,largamente,"largamente
"
data/0_input/handout-modified/train/728.png,"tengo,","réngo,por
"
data/0_input/handout-modified/test/729.png,,
data/0_input/handout-modified/train/730.png,rentas,
data/0_input/handout-modified/train/731.png,medio,
data/0_input/handout-modified/train/732.png,estad,
data/0_input/handout-modified/test/733.png,,"elcoged
"
data/0_input/handout-modified/train/734.png,"respeto,","reípeto
"
data/0_input/handout-modified/test/735.png,,
data/0_input/handout-modified/train/736.png,vicios,"vicios
"
data/0_input/handout-modified/test/737.png,,"Bien
"
data/0_input/handout-modified/test/738.png,,
data/0_input/handout-modified/test/739.png,,
data/0_input/handout-modified/train/740.png,SIENDO,
data/0_input/handout-modified/train/741.png,"oi,",
data/0_input/handout-modified/test/742.png,,"Sacar
"
data/0_input/handout-modified/test/743.png,,
data/0_input/handout-modified/train/744.png,"regozijo,","reconocimien-
"
data/0_input/handout-modified/test/745.png,,"muy
"
data/0_input/handout-modified/train/746.png,dadles,"dadles
"
data/0_input/handout-modified/train/747.png,"Castilla,",
data/0_input/handout-modified/train/748.png,es,
data/0_input/handout-modified/test/749.png,,
data/0_input/handout-modified/train/750.png,cor-,
data/0_input/handout-modified/test/751.png,,
data/0_input/handout-modified/train/752.png,este,"exemplo!'
"
data/0_input/handout-modified/test/753.png,,"Oficio
"
data/0_input/handout-modified/test/754.png,,
data/0_input/handout-modified/train/755.png,falsa,"«<tlos
"
data/0_input/handout-modified/train/756.png,"suyo,",
data/0_input/handout-modified/test/757.png,,"Reeves,
"
data/0_input/handout-modified/train/758.png,nidad,"mid ad
"
data/0_input/handout-modified/train/759.png,cumplimiento,"cumplimiehtode
"
data/0_input/handout-modified/test/760.png,,"podria
"
data/0_input/handout-modified/train/761.png,hallar,
data/0_input/handout-modified/test/762.png,,
data/0_input/handout-modified/train/763.png,mundo,"mundo
"
data/0_input/handout-modified/test/764.png,,"no
"
data/0_input/handout-modified/test/765.png,,"lucues
"
data/0_input/handout-modified/test/766.png,,"fuera
"
data/0_input/handout-modified/train/767.png,assi,":
"
data/0_input/handout-modified/train/768.png,aprobadas,"apro
"
data/0_input/handout-modified/test/769.png,,"(.aron
"
data/0_input/handout-modified/train/770.png,q,
data/0_input/handout-modified/train/771.png,"vosotros,",
data/0_input/handout-modified/test/772.png,,
data/0_input/handout-modified/train/773.png,e,
data/0_input/handout-modified/test/774.png,,
data/0_input/handout-modified/test/775.png,,"nn!
"
data/0_input/handout-modified/train/776.png,España,
data/0_input/handout-modified/test/777.png,,"profeſion
"
data/0_input/handout-modified/train/778.png,sola),
data/0_input/handout-modified/test/779.png,,
data/0_input/handout-modified/train/780.png,grandes,
data/0_input/handout-modified/test/781.png,,
data/0_input/handout-modified/train/782.png,Esta,
data/0_input/handout-modified/train/783.png,"dio,",
data/0_input/handout-modified/train/784.png,huvieredes,"huvuteredes
"
data/0_input/handout-modified/test/785.png,,"dixo
"
data/0_input/handout-modified/train/786.png,professando,
data/0_input/handout-modified/train/787.png,educación,"educacion
"
data/0_input/handout-modified/test/788.png,,
data/0_input/handout-modified/test/789.png,,"reprehende
"
data/0_input/handout-modified/train/790.png,pintaros,"pinraros
"
data/0_input/handout-modified/test/791.png,,"honra
"
data/0_input/handout-modified/test/792.png,,
data/0_input/handout-modified/train/793.png,segun,
data/0_input/handout-modified/test/794.png,,"Queria
"
data/0_input/handout-modified/train/795.png,exemplo,"excmplo
"
data/0_input/handout-modified/train/796.png,illus-,", allaz3f-
"
data/0_input/handout-modified/train/797.png,"graciosos,",
data/0_input/handout-modified/test/798.png,,"Luvs
"
data/0_input/handout-modified/train/799.png,humanas,"»L2=
"
data/0_input/handout-modified/test/800.png,,
data/0_input/handout-modified/train/801.png,desseando,"idelleando
"
data/0_input/handout-modified/train/802.png,"narias,","Marias.
"
data/0_input/handout-modified/train/803.png,vagueadores,
data/0_input/handout-modified/train/804.png,"Clerigos,",
data/0_input/handout-modified/train/805.png,"recto,",
data/0_input/handout-modified/test/806.png,,
data/0_input/handout-modified/test/807.png,,"llujcto,le
"
data/0_input/handout-modified/train/808.png,lastimar;,"y &*r 1
"
data/0_input/handout-modified/train/809.png,"Santos,",
data/0_input/handout-modified/train/810.png,"cualquiera,","qualquiera
"
data/0_input/handout-modified/test/811.png,,"Chriſtiano
"
data/0_input/handout-modified/train/812.png,"consejos,","conlelios
"
data/0_input/handout-modified/test/813.png,,
data/0_input/handout-modified/test/814.png,,
data/0_input/handout-modified/train/815.png,"Sermones,","Sermones,
"
data/0_input/handout-modified/train/816.png,divina,"Aditiina
"
data/0_input/handout-modified/test/817.png,,
data/0_input/handout-modified/test/818.png,,
data/0_input/handout-modified/train/819.png,ojos,
data/0_input/handout-modified/train/820.png,mismo:,"miſí{mo
"
data/0_input/handout-modified/test/821.png,,
data/0_input/handout-modified/test/822.png,,
data/0_input/handout-modified/train/823.png,renazcays,
data/0_input/handout-modified/test/824.png,,
data/0_input/handout-modified/test/825.png,,"Conftelflor
"
data/0_input/handout-modified/train/826.png,dieron,"dicron
"
data/0_input/handout-modified/train/827.png,aviendo,
data/0_input/handout-modified/train/828.png,"repartirla,","reparcirla
"
data/0_input/handout-modified/test/829.png,,
data/0_input/handout-modified/train/830.png,pajes,
data/0_input/handout-modified/train/831.png,tres,
data/0_input/handout-modified/train/832.png,"dados,","dados.
"
data/0_input/handout-modified/test/833.png,,
data/0_input/handout-modified/train/834.png,cubrir,"cubrir
"
data/0_input/handout-modified/train/835.png,"negocios,","negocios
"
data/0_input/handout-modified/test/836.png,,"ſu
"
data/0_input/handout-modified/train/837.png,sola,
data/0_input/handout-modified/train/838.png,"necesaria,","hecellaria
"
data/0_input/handout-modified/train/839.png,"Soldados,",
data/0_input/handout-modified/train/840.png,divino,"divino
"
data/0_input/handout-modified/test/841.png,,
data/0_input/handout-modified/test/842.png,,
data/0_input/handout-modified/test/843.png,,
data/0_input/handout-modified/train/844.png,señores,
data/0_input/handout-modified/train/845.png,camino,"camino
"
data/0_input/handout-modified/train/846.png,"limpiarle,","Llimpiarle
"
data/0_input/handout-modified/test/847.png,,"pues
"
data/0_input/handout-modified/train/848.png,"interes,",
data/0_input/handout-modified/train/849.png,hazed,
data/0_input/handout-modified/train/850.png,"Religiones,","Nelriones
"
data/0_input/handout-modified/train/851.png,sintiendo,
data/0_input/handout-modified/test/852.png,,
data/0_input/handout-modified/test/853.png,,
data/0_input/handout-modified/train/854.png,das,
data/0_input/handout-modified/test/855.png,,
data/0_input/handout-modified/test/856.png,,
data/0_input/handout-modified/train/857.png,Conventos,"Conuentos
"
data/0_input/handout-modified/train/858.png,"él,",
data/0_input/handout-modified/train/859.png,parezca,"== 2
"
data/0_input/handout-modified/train/860.png,Condesa,"Condeſa
"
data/0_input/handout-modified/train/861.png,hazer,"hazer
"
data/0_input/handout-modified/train/862.png,sera,
data/0_input/handout-modified/train/863.png,(q,"lL3<C>
"
data/0_input/handout-modified/test/864.png,,
data/0_input/handout-modified/test/865.png,,"{cra
"
data/0_input/handout-modified/train/866.png,vassallos,"vallallos
"
data/0_input/handout-modified/train/867.png,mad,
data/0_input/handout-modified/train/868.png,muestras,"mueſtras
"
data/0_input/handout-modified/test/869.png,,"adornado,vy
"
data/0_input/handout-modified/train/870.png,fuerza,"tuerza
"
data/0_input/handout-modified/test/871.png,,
data/0_input/handout-modified/test/872.png,,
data/0_input/handout-modified/test/873.png,,
data/0_input/handout-modified/test/874.png,,
data/0_input/handout-modified/test/875.png,,
data/0_input/handout-modified/test/876.png,,"abuſe
"
data/0_input/handout-modified/train/877.png,favor,"fauor
"
data/0_input/handout-modified/train/878.png,Afabilidad,
data/0_input/handout-modified/train/879.png,afectos;,
data/0_input/handout-modified/train/880.png,saber,
data/0_input/handout-modified/train/881.png,bxeza,"baxeza
"
data/0_input/handout-modified/test/882.png,,
data/0_input/handout-modified/train/883.png,acometer,"áAcomerer
"
data/0_input/handout-modified/train/884.png,obligados;,"obligados:
«ſto la par
"
data/0_input/handout-modified/train/885.png,menosprecio,"menolprecio
"
data/0_input/handout-modified/train/886.png,reposteros,"repoſteros
"
data/0_input/handout-modified/test/887.png,,"Cada
"
data/0_input/handout-modified/train/888.png,giones:,"giones:Na
"
data/0_input/handout-modified/train/889.png,luz,"e CET2
"
data/0_input/handout-modified/test/890.png,,
data/0_input/handout-modified/test/891.png,,"os
"
data/0_input/handout-modified/train/892.png,faltandoles,"falcandoles
"
data/0_input/handout-modified/train/893.png,Sumo,"Sumo
"
data/0_input/handout-modified/train/894.png,prometo,
data/0_input/handout-modified/train/895.png,algun,
data/0_input/handout-modified/train/896.png,David.,
data/0_input/handout-modified/train/897.png,gaciones,"gpaciones
"
data/0_input/handout-modified/train/898.png,virtud.,"virrud
"
data/0_input/handout-modified/test/899.png,,"Jugar
"
data/0_input/handout-modified/train/900.png,Livio,"Liu
"
data/0_input/handout-modified/test/901.png,,"dara:
"
data/0_input/handout-modified/test/902.png,,
data/0_input/handout-modified/test/903.png,,
data/0_input/handout-modified/train/904.png,gala,"Ó ll.
"
data/0_input/handout-modified/train/905.png,"cays,","cays,como
"
data/0_input/handout-modified/test/906.png,,
data/0_input/handout-modified/train/907.png,qu,
data/0_input/handout-modified/train/908.png,"casa,","<aíſa
"
data/0_input/handout-modified/test/909.png,,
data/0_input/handout-modified/train/910.png,"comunicación,","comunicacion
"
data/0_input/handout-modified/train/911.png,fues,
data/0_input/handout-modified/test/912.png,,"derramar
"
data/0_input/handout-modified/test/913.png,,"por
"
data/0_input/handout-modified/train/914.png,conocio,"conocio
"
data/0_input/handout-modified/test/915.png,,
data/0_input/handout-modified/train/916.png,agradecimiento,
data/0_input/handout-modified/test/917.png,,
data/0_input/handout-modified/train/918.png,rendida,"rendida
"
data/0_input/handout-modified/train/919.png,tanta,
data/0_input/handout-modified/train/920.png,"sectarios,","I\edtarios
"
data/0_input/handout-modified/test/921.png,,
data/0_input/handout-modified/train/922.png,"acavallo,","acauallo
"
data/0_input/handout-modified/test/923.png,,
data/0_input/handout-modified/train/924.png,tutela;,
data/0_input/handout-modified/train/925.png,"mugeres,","mougecres
"
data/0_input/handout-modified/train/926.png,forzosa,"[forcoſa
"
data/0_input/handout-modified/train/927.png,algunos,
data/0_input/handout-modified/train/928.png,(al,
data/0_input/handout-modified/train/929.png,gobierno,
data/0_input/handout-modified/train/930.png,"Acuña,","Acuña.
"
data/0_input/handout-modified/train/931.png,"Altar,","aunque
"
data/0_input/handout-modified/test/932.png,,
data/0_input/handout-modified/train/933.png,tu,
data/0_input/handout-modified/train/934.png,Consejos,"Conſejos
"
data/0_input/handout-modified/train/935.png,di,
data/0_input/handout-modified/test/936.png,,
data/0_input/handout-modified/train/937.png,mateys,
data/0_input/handout-modified/train/938.png,Ro,
data/0_input/handout-modified/train/939.png,Iuliaco.,"Luliaco.
"
data/0_input/handout-modified/train/940.png,par,
data/0_input/handout-modified/train/941.png,constancia,"conſtancia
"
data/0_input/handout-modified/train/942.png,suerte,"fnterrte
"
data/0_input/handout-modified/train/943.png,profession,"orofeſsion
"
data/0_input/handout-modified/train/944.png,Maestro,"Maeſtro
"
data/0_input/handout-modified/train/945.png,"Prelados,",
data/0_input/handout-modified/train/946.png,mandando,
data/0_input/handout-modified/test/947.png,,"{que
"
data/0_input/handout-modified/train/948.png,tuviera,"cuuiecra
"
data/0_input/handout-modified/train/949.png,"pido,",
data/0_input/handout-modified/train/950.png,va-,
data/0_input/handout-modified/train/951.png,leve,"PEE
"
data/0_input/handout-modified/test/952.png,,
data/0_input/handout-modified/train/953.png,puntual,"puncual
"
data/0_input/handout-modified/train/954.png,equidad,"equidad
"
data/0_input/handout-modified/test/955.png,,"vueſtra
"
data/0_input/handout-modified/train/956.png,(remitiendo,"gencral
"
data/0_input/handout-modified/train/957.png,preguntado.,"preguntado
"
data/0_input/handout-modified/train/958.png,oydo,"ETrAUO
"
data/0_input/handout-modified/train/959.png,"estava,",
data/0_input/handout-modified/test/960.png,,
data/0_input/handout-modified/train/961.png,mano,
data/0_input/handout-modified/train/962.png,"Guarda,","Guarda
"
data/0_input/handout-modified/train/963.png,Santos:,"Santos
"
data/0_input/handout-modified/train/964.png,Con,
data/0_input/handout-modified/train/965.png,gándole,"zandole
"
data/0_input/handout-modified/test/966.png,,"#17
"
data/0_input/handout-modified/train/967.png,aquellas,"¡aqueltas
"
data/0_input/handout-modified/train/968.png,ocu-,
data/0_input/handout-modified/train/969.png,"exteriores,",
data/0_input/handout-modified/train/970.png,forzosos,"torcolos
"
data/0_input/handout-modified/train/971.png,exercitar,
data/0_input/handout-modified/test/972.png,,
data/0_input/handout-modified/test/973.png,,"lacciones
"
data/0_input/handout-modified/train/974.png,"tos,",
data/0_input/handout-modified/train/975.png,"Sexto,","Sexo,
"
data/0_input/handout-modified/test/976.png,,"particularidad
"
data/0_input/handout-modified/train/977.png,"si,",",)
"
data/0_input/handout-modified/train/978.png,factibles,"faétibles
"
data/0_input/handout-modified/test/979.png,,
data/0_input/handout-modified/test/980.png,,"priano,pero
"
data/0_input/handout-modified/test/981.png,,
data/0_input/handout-modified/test/982.png,,"en
"
data/0_input/handout-modified/train/983.png,Parece,
data/0_input/handout-modified/train/984.png,como,"""— e
"
data/0_input/handout-modified/train/985.png,espiri-,"<ípiri-
"
data/0_input/handout-modified/train/986.png,seays,
data/0_input/handout-modified/train/987.png,"falta,",
data/0_input/handout-modified/train/988.png,huma-,"huma
"
data/0_input/handout-modified/train/989.png,tiempos,"tiempos
"
data/0_input/handout-modified/test/990.png,,
data/0_input/handout-modified/train/991.png,Aristoteles,"Ariſtoreles
"
data/0_input/handout-modified/test/992.png,,
data/0_input/handout-modified/test/993.png,,"qualquiera
"
data/0_input/handout-modified/train/994.png,natu,
data/0_input/handout-modified/test/995.png,,
data/0_input/handout-modified/train/996.png,Vir-,
data/0_input/handout-modified/test/997.png,,"pias,
"
data/0_input/handout-modified/train/998.png,muerte,
data/0_input/handout-modified/train/999.png,ello.,
data/0_input/handout-modified/train/1000.png,obligaros,"obligaros
"
data/0_input/handout-modified/test/1001.png,,"ecítorue,
"
data/0_input/handout-modified/train/1002.png,"alhombras,","alhombras
"
data/0_input/handout-modified/test/1003.png,,"pues
"
data/0_input/handout-modified/train/1004.png,uno,
data/0_input/handout-modified/train/1005.png,subditos,"{fubditos
"
data/0_input/handout-modified/train/1006.png,procurad,
data/0_input/handout-modified/train/1007.png,manos,"manos
"
data/0_input/handout-modified/test/1008.png,,
data/0_input/handout-modified/test/1009.png,,
data/0_input/handout-modified/train/1010.png,rin-,
data/0_input/handout-modified/train/1011.png,todo,
data/0_input/handout-modified/train/1012.png,posible),"potlible
"
data/0_input/handout-modified/test/1013.png,,
data/0_input/handout-modified/test/1014.png,,
data/0_input/handout-modified/train/1015.png,Si,
data/0_input/handout-modified/test/1016.png,,"San
"
data/0_input/handout-modified/train/1017.png,tamente.,
data/0_input/handout-modified/test/1018.png,,
data/0_input/handout-modified/train/1019.png,"preciad,","preciad,
"
data/0_input/handout-modified/test/1020.png,,"pecado
"
data/0_input/handout-modified/train/1021.png,"cama,",
data/0_input/handout-modified/train/1022.png,dola,"| do la
"
data/0_input/handout-modified/test/1023.png,,"Chriſto
"
data/0_input/handout-modified/test/1024.png,,
data/0_input/handout-modified/train/1025.png,"enfermos,","enfermos
"
data/0_input/handout-modified/train/1026.png,"cierto,",
data/0_input/handout-modified/train/1027.png,el,
data/0_input/handout-modified/train/1028.png,cubrir;,"cubrir;
"
data/0_input/handout-modified/train/1029.png,entre,"leo» 5
"
data/0_input/handout-modified/test/1030.png,,
data/0_input/handout-modified/test/1031.png,,"noche
"
data/0_input/handout-modified/train/1032.png,Obispos,"Obiſpdas
"
data/0_input/handout-modified/train/1033.png,ganaron,"gan
¡Aaron
"
data/0_input/handout-modified/test/1034.png,,"ció
"
data/0_input/handout-modified/test/1035.png,,
data/0_input/handout-modified/train/1036.png,dellos.,
data/0_input/handout-modified/train/1037.png,beneficios,"benehcios
"
data/0_input/handout-modified/train/1038.png,que,
data/0_input/handout-modified/test/1039.png,,"de
"
data/0_input/handout-modified/train/1040.png,valen,
data/0_input/handout-modified/train/1041.png,"diferencias,","diferencias,
"
data/0_input/handout-modified/train/1042.png,particular),
data/0_input/handout-modified/train/1043.png,tos,
data/0_input/handout-modified/test/1044.png,,
data/0_input/handout-modified/test/1045.png,,"eſcogerlos
"
data/0_input/handout-modified/test/1046.png,,"donde
"
data/0_input/handout-modified/test/1047.png,,
data/0_input/handout-modified/train/1048.png,"engañar,","<p
<ngañar
"
data/0_input/handout-modified/test/1049.png,,
data/0_input/handout-modified/test/1050.png,,
data/0_input/handout-modified/train/1051.png,fundandole,"fundandole
"
data/0_input/handout-modified/test/1052.png,,
data/0_input/handout-modified/train/1053.png,vicios:,"ſ=<zztn
"
data/0_input/handout-modified/test/1054.png,,
data/0_input/handout-modified/train/1055.png,"armas,",
data/0_input/handout-modified/train/1056.png,antemano,"antemano
"
data/0_input/handout-modified/train/1057.png,lumnas,"Iomnas
"
data/0_input/handout-modified/test/1058.png,,
data/0_input/handout-modified/train/1059.png,"las,",
data/0_input/handout-modified/train/1060.png,gusto,
data/0_input/handout-modified/train/1061.png,candalo,"icandalo
"
data/0_input/handout-modified/train/1062.png,virtuo-,"virtuo-
"
data/0_input/handout-modified/test/1063.png,,
data/0_input/handout-modified/train/1064.png,enamorados<,"enamorados;
"
data/0_input/handout-modified/train/1065.png,"Principes,","Principes
"
data/0_input/handout-modified/train/1066.png,ocultó,"oculeó
"
data/0_input/handout-modified/test/1067.png,,"con
"
data/0_input/handout-modified/train/1068.png,dan,"<laz3
"
data/0_input/handout-modified/test/1069.png,,
data/0_input/handout-modified/test/1070.png,,
