image_path,transcription,prediction
data/0_input/handout-modified/train/553.png,buena,huia
data/0_input/handout-modified/train/554.png,Santo,do
data/0_input/handout-modified/train/555.png,orfandad,erandad
data/0_input/handout-modified/train/556.png,espiritu,espito
data/0_input/handout-modified/train/557.png,dexeys,deys
data/0_input/handout-modified/test/558.png,,Coeys
data/0_input/handout-modified/train/559.png,doce,dite
data/0_input/handout-modified/test/560.png,,tao
data/0_input/handout-modified/test/561.png,,t
data/0_input/handout-modified/train/562.png,lor,lua
data/0_input/handout-modified/train/563.png,principalmente,"aitos,"
data/0_input/handout-modified/test/564.png,,"lia,"
data/0_input/handout-modified/train/565.png,llegando,lando
data/0_input/handout-modified/train/566.png,actos,hoa
data/0_input/handout-modified/train/567.png,"años,","aos,"
data/0_input/handout-modified/test/568.png,,"lios,"
data/0_input/handout-modified/train/569.png,"Iglesia,",Igeia
data/0_input/handout-modified/train/570.png,Italia,lala
data/0_input/handout-modified/train/571.png,tivar,tara
data/0_input/handout-modified/test/572.png,,preda
data/0_input/handout-modified/test/573.png,,ga
data/0_input/handout-modified/train/574.png,ron,toos
data/0_input/handout-modified/train/575.png,"guia,",gaio
data/0_input/handout-modified/test/576.png,,taes
data/0_input/handout-modified/train/577.png,"sas,","os,"
data/0_input/handout-modified/test/578.png,,hitad
data/0_input/handout-modified/train/579.png,quita,quta
data/0_input/handout-modified/train/580.png,hu-,h-
data/0_input/handout-modified/test/581.png,,tos
data/0_input/handout-modified/train/582.png,dexaros,deanos
data/0_input/handout-modified/test/583.png,,"ures,"
data/0_input/handout-modified/test/584.png,,dtos
data/0_input/handout-modified/train/585.png,cosa,cosa
data/0_input/handout-modified/train/586.png,Iglesia,"Iesias,"
data/0_input/handout-modified/test/587.png,,tedo
data/0_input/handout-modified/train/588.png,desve-,dete
data/0_input/handout-modified/test/589.png,,tola
data/0_input/handout-modified/train/590.png,estado,desando
data/0_input/handout-modified/train/591.png,enseñan,enseian
data/0_input/handout-modified/test/592.png,,los
data/0_input/handout-modified/train/593.png,respecto,epeio
data/0_input/handout-modified/test/594.png,,se
data/0_input/handout-modified/test/595.png,,"ne,"
data/0_input/handout-modified/train/596.png,rad,had
data/0_input/handout-modified/train/597.png,hermanos:,"Pernos,"
data/0_input/handout-modified/test/598.png,,se
data/0_input/handout-modified/test/599.png,,ereando
data/0_input/handout-modified/train/600.png,donde,ledes
data/0_input/handout-modified/train/601.png,PUES,(
data/0_input/handout-modified/train/602.png,propios,prsos
data/0_input/handout-modified/test/603.png,,to
data/0_input/handout-modified/train/604.png,desseo,desen
data/0_input/handout-modified/train/605.png,"Basilio,","Piisto,"
data/0_input/handout-modified/train/606.png,Espero,Deto
data/0_input/handout-modified/train/607.png,"assi,",ai
data/0_input/handout-modified/test/608.png,,deeeyn
data/0_input/handout-modified/train/609.png,"dres,","des,"
data/0_input/handout-modified/train/610.png,prendas,prendas
data/0_input/handout-modified/test/611.png,,o-
data/0_input/handout-modified/train/612.png,to,to
data/0_input/handout-modified/test/613.png,,toa
data/0_input/handout-modified/train/614.png,pre,pre
data/0_input/handout-modified/test/615.png,,"Caecia,"
data/0_input/handout-modified/train/616.png,encamina-,enia-
data/0_input/handout-modified/train/617.png,fluos,"sitos,"
data/0_input/handout-modified/train/618.png,juzgando,pitando
data/0_input/handout-modified/train/619.png,li-,l-
data/0_input/handout-modified/train/620.png,"virtudes,",vitules
data/0_input/handout-modified/test/621.png,,e-
data/0_input/handout-modified/test/622.png,,etos
data/0_input/handout-modified/test/623.png,,sate
data/0_input/handout-modified/train/624.png,"reglas,",laa
data/0_input/handout-modified/test/625.png,,diio
data/0_input/handout-modified/train/626.png,Magestad.,"suestadad,"
data/0_input/handout-modified/train/627.png,nacimos,"liios,"
data/0_input/handout-modified/train/628.png,"fineza,",sira
data/0_input/handout-modified/train/629.png,tambien,manben
data/0_input/handout-modified/test/630.png,,tata
data/0_input/handout-modified/train/631.png,"Ambrosio,","dibotos,"
data/0_input/handout-modified/test/632.png,,Sos
data/0_input/handout-modified/train/633.png,"recatada,","onatas,"
data/0_input/handout-modified/train/634.png,"fundadores,","indades,"
data/0_input/handout-modified/train/635.png,gana,gaygos
data/0_input/handout-modified/train/636.png,merecer,eer
data/0_input/handout-modified/test/637.png,,gudos
data/0_input/handout-modified/test/638.png,,tados
data/0_input/handout-modified/train/639.png,otro,oo
data/0_input/handout-modified/train/640.png,servido,sesido
data/0_input/handout-modified/train/641.png,sabiduria,el
data/0_input/handout-modified/train/642.png,después,deses
data/0_input/handout-modified/train/643.png,usad,aa
data/0_input/handout-modified/test/644.png,,uos
data/0_input/handout-modified/train/645.png,llevar,aa
data/0_input/handout-modified/train/646.png,te,te
data/0_input/handout-modified/train/647.png,obli-,aa-
data/0_input/handout-modified/train/648.png,llorado,leardo
data/0_input/handout-modified/train/649.png,venia,veria
data/0_input/handout-modified/test/650.png,,ndo
data/0_input/handout-modified/test/651.png,,el
data/0_input/handout-modified/train/652.png,grande,"deila,"
data/0_input/handout-modified/train/653.png,nuestro,mistro
data/0_input/handout-modified/train/654.png,ex,ca-
data/0_input/handout-modified/train/655.png,"Bernardo,",Pertardo
data/0_input/handout-modified/train/656.png,llos),"los,"
data/0_input/handout-modified/test/657.png,,aieaida
data/0_input/handout-modified/train/658.png,serlo,seio
data/0_input/handout-modified/test/659.png,,coto
data/0_input/handout-modified/train/660.png,quedando,uedtando
data/0_input/handout-modified/test/661.png,,arer
data/0_input/handout-modified/train/662.png,encontran-,entia
data/0_input/handout-modified/train/663.png,"propio,","prio,"
data/0_input/handout-modified/train/664.png,"nas,",tes
data/0_input/handout-modified/test/665.png,,el
data/0_input/handout-modified/test/666.png,,Caes
data/0_input/handout-modified/test/667.png,,ta
data/0_input/handout-modified/train/668.png,lumi-,himi-
data/0_input/handout-modified/test/669.png,,cono
data/0_input/handout-modified/train/670.png,puede,rele
data/0_input/handout-modified/train/671.png,poblada,polada
data/0_input/handout-modified/test/672.png,,(os
data/0_input/handout-modified/train/673.png,"subditos,","subdtos,"
data/0_input/handout-modified/test/674.png,,tdos
data/0_input/handout-modified/train/675.png,todos,todos
data/0_input/handout-modified/train/676.png,parte;,prre
data/0_input/handout-modified/train/677.png,aborre,abe
data/0_input/handout-modified/test/678.png,,"dialran,"
data/0_input/handout-modified/train/679.png,"ressado,","esado,"
data/0_input/handout-modified/train/680.png,"ociosidad,","erosidad,"
data/0_input/handout-modified/train/681.png,nos,taos
data/0_input/handout-modified/train/682.png,vinculada,eda
data/0_input/handout-modified/train/683.png,"dignidad,","disgidad,"
data/0_input/handout-modified/train/684.png,talentos,alnos
data/0_input/handout-modified/train/685.png,Y,(
data/0_input/handout-modified/train/686.png,premo,poto
data/0_input/handout-modified/test/687.png,,t-
data/0_input/handout-modified/test/688.png,,ados
data/0_input/handout-modified/test/689.png,,uys
data/0_input/handout-modified/test/690.png,,pae
data/0_input/handout-modified/train/691.png,su-,si-
data/0_input/handout-modified/test/692.png,,la
data/0_input/handout-modified/test/693.png,,tte
data/0_input/handout-modified/test/694.png,,hdo
data/0_input/handout-modified/train/695.png,nía,tia
data/0_input/handout-modified/test/696.png,,pedo-
data/0_input/handout-modified/test/697.png,,proar
data/0_input/handout-modified/train/698.png,ellos,elos
data/0_input/handout-modified/test/699.png,,(o
data/0_input/handout-modified/train/700.png,sino,siio
data/0_input/handout-modified/test/701.png,,tio
data/0_input/handout-modified/test/702.png,,"Eos,"
data/0_input/handout-modified/train/703.png,descuento,desston
data/0_input/handout-modified/test/704.png,,"pudeys,"
data/0_input/handout-modified/train/705.png,"Trajano,","Terta,"
data/0_input/handout-modified/test/706.png,,taa
data/0_input/handout-modified/test/707.png,,siu-
data/0_input/handout-modified/train/708.png,"manifiesta,","maietas,"
data/0_input/handout-modified/test/709.png,,prode
data/0_input/handout-modified/train/710.png,"trabajo,","talion,"
data/0_input/handout-modified/test/711.png,,t-
data/0_input/handout-modified/test/712.png,,a
data/0_input/handout-modified/train/713.png,"Iorgias,",liios
data/0_input/handout-modified/train/714.png,"reverenciad,","eeeniad,"
data/0_input/handout-modified/test/715.png,,Señid
data/0_input/handout-modified/train/716.png,suyos.,"sitos,"
data/0_input/handout-modified/train/717.png,perfumar,persmar
data/0_input/handout-modified/test/718.png,,caasmon
data/0_input/handout-modified/train/719.png,asi,tai
data/0_input/handout-modified/test/720.png,,obligres
data/0_input/handout-modified/train/721.png,Para,Tara
data/0_input/handout-modified/test/722.png,,"i,"
data/0_input/handout-modified/train/723.png,ocasiones,"easies,"
data/0_input/handout-modified/test/724.png,,ceto
data/0_input/handout-modified/test/725.png,,tios
data/0_input/handout-modified/test/726.png,,"Canees,"
data/0_input/handout-modified/train/727.png,largamente,lagaetos
data/0_input/handout-modified/train/728.png,"tengo,",etos
data/0_input/handout-modified/test/729.png,,la
data/0_input/handout-modified/train/730.png,rentas,cao
data/0_input/handout-modified/train/731.png,medio,veedo
data/0_input/handout-modified/train/732.png,estad,eiad
data/0_input/handout-modified/test/733.png,,"esed,"
data/0_input/handout-modified/train/734.png,"respeto,",pepetos
data/0_input/handout-modified/test/735.png,,lo
data/0_input/handout-modified/train/736.png,vicios,acios
data/0_input/handout-modified/test/737.png,,sieos
data/0_input/handout-modified/test/738.png,,tios
data/0_input/handout-modified/test/739.png,,a
data/0_input/handout-modified/train/740.png,SIENDO,EIO
data/0_input/handout-modified/train/741.png,"oi,","ota,"
data/0_input/handout-modified/test/742.png,,sitar
data/0_input/handout-modified/test/743.png,,o
data/0_input/handout-modified/train/744.png,"regozijo,","eniios,"
data/0_input/handout-modified/test/745.png,,puar
data/0_input/handout-modified/train/746.png,dadles,dlles
data/0_input/handout-modified/train/747.png,"Castilla,","Cailla,"
data/0_input/handout-modified/train/748.png,es,teo
data/0_input/handout-modified/test/749.png,,ue
data/0_input/handout-modified/train/750.png,cor-,cor-
data/0_input/handout-modified/test/751.png,,nue
data/0_input/handout-modified/train/752.png,este,exdo
data/0_input/handout-modified/test/753.png,,Ciio
data/0_input/handout-modified/test/754.png,,(s
data/0_input/handout-modified/train/755.png,falsa,"elos,"
data/0_input/handout-modified/train/756.png,"suyo,",tie
data/0_input/handout-modified/test/757.png,,"lios,"
data/0_input/handout-modified/train/758.png,nidad,midad
data/0_input/handout-modified/train/759.png,cumplimiento,amliido
data/0_input/handout-modified/test/760.png,,poda
data/0_input/handout-modified/train/761.png,hallar,halar
data/0_input/handout-modified/test/762.png,,lies
data/0_input/handout-modified/train/763.png,mundo,iudo
data/0_input/handout-modified/test/764.png,,t
data/0_input/handout-modified/test/765.png,,lies
data/0_input/handout-modified/test/766.png,,sira
data/0_input/handout-modified/train/767.png,assi,ai
data/0_input/handout-modified/train/768.png,aprobadas,atan
data/0_input/handout-modified/test/769.png,,cayn
data/0_input/handout-modified/train/770.png,q,i-
data/0_input/handout-modified/train/771.png,"vosotros,","nesoros,"
data/0_input/handout-modified/test/772.png,,cocto
data/0_input/handout-modified/train/773.png,e,eo
data/0_input/handout-modified/test/774.png,,t-
data/0_input/handout-modified/test/775.png,,t-
data/0_input/handout-modified/train/776.png,España,ea
data/0_input/handout-modified/test/777.png,,presos
data/0_input/handout-modified/train/778.png,sola),sida
data/0_input/handout-modified/test/779.png,,tios
data/0_input/handout-modified/train/780.png,grandes,Señio
data/0_input/handout-modified/test/781.png,,talos
data/0_input/handout-modified/train/782.png,Esta,ta
data/0_input/handout-modified/train/783.png,"dio,","dito,"
data/0_input/handout-modified/train/784.png,huvieredes,duieendes
data/0_input/handout-modified/test/785.png,,dimo
data/0_input/handout-modified/train/786.png,professando,p
data/0_input/handout-modified/train/787.png,educación,edaion
data/0_input/handout-modified/test/788.png,,"hiolla,"
data/0_input/handout-modified/test/789.png,,eedenso
data/0_input/handout-modified/train/790.png,pintaros,"prros,"
data/0_input/handout-modified/test/791.png,,hira-
data/0_input/handout-modified/test/792.png,,tios
data/0_input/handout-modified/train/793.png,segun,"ison,"
data/0_input/handout-modified/test/794.png,,"luias,"
data/0_input/handout-modified/train/795.png,exemplo,endo
data/0_input/handout-modified/train/796.png,illus-,iso-
data/0_input/handout-modified/train/797.png,"graciosos,","garisos,"
data/0_input/handout-modified/test/798.png,,Pays
data/0_input/handout-modified/train/799.png,humanas,"cies,"
data/0_input/handout-modified/test/800.png,,vaelo
data/0_input/handout-modified/train/801.png,desseando,dessando
data/0_input/handout-modified/train/802.png,"narias,","aias,"
data/0_input/handout-modified/train/803.png,vagueadores,(es
data/0_input/handout-modified/train/804.png,"Clerigos,","Piepsos,"
data/0_input/handout-modified/train/805.png,"recto,",tto
data/0_input/handout-modified/test/806.png,,as
data/0_input/handout-modified/test/807.png,,bui
data/0_input/handout-modified/train/808.png,lastimar;,"(ua,"
data/0_input/handout-modified/train/809.png,"Santos,",pu-
data/0_input/handout-modified/train/810.png,"cualquiera,",ulira
data/0_input/handout-modified/test/811.png,,"Corstitron,"
data/0_input/handout-modified/train/812.png,"consejos,","conseros,"
data/0_input/handout-modified/test/813.png,,ed
data/0_input/handout-modified/test/814.png,,m
data/0_input/handout-modified/train/815.png,"Sermones,","Seres,"
data/0_input/handout-modified/train/816.png,divina,dima
data/0_input/handout-modified/test/817.png,,a
data/0_input/handout-modified/test/818.png,,ara
data/0_input/handout-modified/train/819.png,ojos,aa
data/0_input/handout-modified/train/820.png,mismo:,misto
data/0_input/handout-modified/test/821.png,,dl
data/0_input/handout-modified/test/822.png,,"respto,"
data/0_input/handout-modified/train/823.png,renazcays,toles
data/0_input/handout-modified/test/824.png,,mios
data/0_input/handout-modified/test/825.png,,Coreslos
data/0_input/handout-modified/train/826.png,dieron,deton
data/0_input/handout-modified/train/827.png,aviendo,ado
data/0_input/handout-modified/train/828.png,"repartirla,",eida
data/0_input/handout-modified/test/829.png,,t
data/0_input/handout-modified/train/830.png,pajes,So
data/0_input/handout-modified/train/831.png,tres,ties
data/0_input/handout-modified/train/832.png,"dados,","dalos,"
data/0_input/handout-modified/test/833.png,,qute
data/0_input/handout-modified/train/834.png,cubrir,arir
data/0_input/handout-modified/train/835.png,"negocios,",eios
data/0_input/handout-modified/test/836.png,,tio
data/0_input/handout-modified/train/837.png,sola,sada
data/0_input/handout-modified/train/838.png,"necesaria,","necesra,"
data/0_input/handout-modified/train/839.png,"Soldados,","odos,"
data/0_input/handout-modified/train/840.png,divino,divto
data/0_input/handout-modified/test/841.png,,co
data/0_input/handout-modified/test/842.png,,t
data/0_input/handout-modified/test/843.png,,pia
data/0_input/handout-modified/train/844.png,señores,senooes
data/0_input/handout-modified/train/845.png,camino,caimo
data/0_input/handout-modified/train/846.png,"limpiarle,",limtarle
data/0_input/handout-modified/test/847.png,,pae
data/0_input/handout-modified/train/848.png,"interes,",sioio
data/0_input/handout-modified/train/849.png,hazed,laed
data/0_input/handout-modified/train/850.png,"Religiones,","lelres,"
data/0_input/handout-modified/train/851.png,sintiendo,ciys
data/0_input/handout-modified/test/852.png,,tio
data/0_input/handout-modified/test/853.png,,tod
data/0_input/handout-modified/train/854.png,das,das
data/0_input/handout-modified/test/855.png,,"predad,"
data/0_input/handout-modified/test/856.png,,ho
data/0_input/handout-modified/train/857.png,Conventos,Conetos
data/0_input/handout-modified/train/858.png,"él,","ao,"
data/0_input/handout-modified/train/859.png,parezca,"nta,"
data/0_input/handout-modified/train/860.png,Condesa,Conodesa
data/0_input/handout-modified/train/861.png,hazer,laer
data/0_input/handout-modified/train/862.png,sera,sia
data/0_input/handout-modified/train/863.png,(q,t
data/0_input/handout-modified/test/864.png,,"cecedoes,"
data/0_input/handout-modified/test/865.png,,tea
data/0_input/handout-modified/train/866.png,vassallos,"asillos,"
data/0_input/handout-modified/train/867.png,mad,mad
data/0_input/handout-modified/train/868.png,muestras,"moestras,"
data/0_input/handout-modified/test/869.png,,"almala,"
data/0_input/handout-modified/train/870.png,fuerza,surera
data/0_input/handout-modified/test/871.png,,ronar
data/0_input/handout-modified/test/872.png,,tto
data/0_input/handout-modified/test/873.png,,da-
data/0_input/handout-modified/test/874.png,,to
data/0_input/handout-modified/test/875.png,,alma
data/0_input/handout-modified/test/876.png,,aose
data/0_input/handout-modified/train/877.png,favor,Cator
data/0_input/handout-modified/train/878.png,Afabilidad,"guydad,"
data/0_input/handout-modified/train/879.png,afectos;,sies
data/0_input/handout-modified/train/880.png,saber,saber
data/0_input/handout-modified/train/881.png,bxeza,Paria
data/0_input/handout-modified/test/882.png,,tao
data/0_input/handout-modified/train/883.png,acometer,amecer
data/0_input/handout-modified/train/884.png,obligados;,"Sobdos,"
data/0_input/handout-modified/train/885.png,menosprecio,veias
data/0_input/handout-modified/train/886.png,reposteros,esnos
data/0_input/handout-modified/test/887.png,,Cada
data/0_input/handout-modified/train/888.png,giones:,preio
data/0_input/handout-modified/train/889.png,luz,la
data/0_input/handout-modified/test/890.png,,sure
data/0_input/handout-modified/test/891.png,,tos
data/0_input/handout-modified/train/892.png,faltandoles,faltandoles
data/0_input/handout-modified/train/893.png,Sumo,Soñmo
data/0_input/handout-modified/train/894.png,prometo,dee
data/0_input/handout-modified/train/895.png,algun,caado
data/0_input/handout-modified/train/896.png,David.,"Daid,"
data/0_input/handout-modified/train/897.png,gaciones,"ecoes,"
data/0_input/handout-modified/train/898.png,virtud.,vitud
data/0_input/handout-modified/test/899.png,,a
data/0_input/handout-modified/train/900.png,Livio,"Dai,"
data/0_input/handout-modified/test/901.png,,deo
data/0_input/handout-modified/test/902.png,,atos
data/0_input/handout-modified/test/903.png,,to
data/0_input/handout-modified/train/904.png,gala,gala
data/0_input/handout-modified/train/905.png,"cays,",coos
data/0_input/handout-modified/test/906.png,,"tisio,"
data/0_input/handout-modified/train/907.png,qu,tu
data/0_input/handout-modified/train/908.png,"casa,",caa
data/0_input/handout-modified/test/909.png,,tlos
data/0_input/handout-modified/train/910.png,"comunicación,","coniccion,"
data/0_input/handout-modified/train/911.png,fues,sies-
data/0_input/handout-modified/test/912.png,,desar
data/0_input/handout-modified/test/913.png,,"pae,"
data/0_input/handout-modified/train/914.png,conocio,conio
data/0_input/handout-modified/test/915.png,,les
data/0_input/handout-modified/train/916.png,agradecimiento,"aos,"
data/0_input/handout-modified/test/917.png,,"io,"
data/0_input/handout-modified/train/918.png,rendida,rondida
data/0_input/handout-modified/train/919.png,tanta,taa
data/0_input/handout-modified/train/920.png,"sectarios,",sesaios
data/0_input/handout-modified/test/921.png,,(a
data/0_input/handout-modified/train/922.png,"acavallo,",atado
data/0_input/handout-modified/test/923.png,,til
data/0_input/handout-modified/train/924.png,tutela;,tale
data/0_input/handout-modified/train/925.png,"mugeres,","aros,"
data/0_input/handout-modified/train/926.png,forzosa,seala
data/0_input/handout-modified/train/927.png,algunos,ao
data/0_input/handout-modified/train/928.png,(al,tl
data/0_input/handout-modified/train/929.png,gobierno,aos
data/0_input/handout-modified/train/930.png,"Acuña,",dia
data/0_input/handout-modified/train/931.png,"Altar,",uter
data/0_input/handout-modified/test/932.png,,tes
data/0_input/handout-modified/train/933.png,tu,t
data/0_input/handout-modified/train/934.png,Consejos,cotos
data/0_input/handout-modified/train/935.png,di,ta
data/0_input/handout-modified/test/936.png,,(a
data/0_input/handout-modified/train/937.png,mateys,ti
data/0_input/handout-modified/train/938.png,Ro,R
data/0_input/handout-modified/train/939.png,Iuliaco.,"hulto,"
data/0_input/handout-modified/train/940.png,par,pa
data/0_input/handout-modified/train/941.png,constancia,censtacia
data/0_input/handout-modified/train/942.png,suerte,sice
data/0_input/handout-modified/train/943.png,profession,reresion
data/0_input/handout-modified/train/944.png,Maestro,Taesron
data/0_input/handout-modified/train/945.png,"Prelados,",trtaes
data/0_input/handout-modified/train/946.png,mandando,maadando
data/0_input/handout-modified/test/947.png,,sii
data/0_input/handout-modified/train/948.png,tuviera,miiera
data/0_input/handout-modified/train/949.png,"pido,",(o
data/0_input/handout-modified/train/950.png,va-,t-
data/0_input/handout-modified/train/951.png,leve,lete
data/0_input/handout-modified/test/952.png,,po
data/0_input/handout-modified/train/953.png,puntual,prtad
data/0_input/handout-modified/train/954.png,equidad,eidad
data/0_input/handout-modified/test/955.png,,muesra
data/0_input/handout-modified/train/956.png,(remitiendo,grtaedl
data/0_input/handout-modified/train/957.png,preguntado.,prondo
data/0_input/handout-modified/train/958.png,oydo,gudo
data/0_input/handout-modified/train/959.png,"estava,","estta,"
data/0_input/handout-modified/test/960.png,,tos
data/0_input/handout-modified/train/961.png,mano,"a,"
data/0_input/handout-modified/train/962.png,"Guarda,",Gantada
data/0_input/handout-modified/train/963.png,Santos:,Sañtos
data/0_input/handout-modified/train/964.png,Con,Cton
data/0_input/handout-modified/train/965.png,gándole,gandole
data/0_input/handout-modified/test/966.png,,too
data/0_input/handout-modified/train/967.png,aquellas,aestos
data/0_input/handout-modified/train/968.png,ocu-,au-
data/0_input/handout-modified/train/969.png,"exteriores,","lles,"
data/0_input/handout-modified/train/970.png,forzosos,bumros
data/0_input/handout-modified/train/971.png,exercitar,exitar
data/0_input/handout-modified/test/972.png,,ta
data/0_input/handout-modified/test/973.png,,peroes
data/0_input/handout-modified/train/974.png,"tos,",tos
data/0_input/handout-modified/train/975.png,"Sexto,","Señto,"
data/0_input/handout-modified/test/976.png,,"prioadad,"
data/0_input/handout-modified/train/977.png,"si,",l-
data/0_input/handout-modified/train/978.png,factibles,saiales
data/0_input/handout-modified/test/979.png,,tia
data/0_input/handout-modified/test/980.png,,pretos
data/0_input/handout-modified/test/981.png,,hiren
data/0_input/handout-modified/test/982.png,,tios
data/0_input/handout-modified/train/983.png,Parece,Parte
data/0_input/handout-modified/train/984.png,como,cao-
data/0_input/handout-modified/train/985.png,espiri-,espii-
data/0_input/handout-modified/train/986.png,seays,siys
data/0_input/handout-modified/train/987.png,"falta,","pur,"
data/0_input/handout-modified/train/988.png,huma-,huta
data/0_input/handout-modified/train/989.png,tiempos,itos
data/0_input/handout-modified/test/990.png,,"toos,"
data/0_input/handout-modified/train/991.png,Aristoteles,Aristteles
data/0_input/handout-modified/test/992.png,,coas
data/0_input/handout-modified/test/993.png,,eire
data/0_input/handout-modified/train/994.png,natu,taas
data/0_input/handout-modified/test/995.png,,elas
data/0_input/handout-modified/train/996.png,Vir-,fi-
data/0_input/handout-modified/test/997.png,,puos
data/0_input/handout-modified/train/998.png,muerte,"maete,"
data/0_input/handout-modified/train/999.png,ello.,"eo,"
data/0_input/handout-modified/train/1000.png,obligaros,obligios
data/0_input/handout-modified/test/1001.png,,"estote,"
data/0_input/handout-modified/train/1002.png,"alhombras,","alobros,"
data/0_input/handout-modified/test/1003.png,,pues
data/0_input/handout-modified/train/1004.png,uno,io
data/0_input/handout-modified/train/1005.png,subditos,suditos
data/0_input/handout-modified/train/1006.png,procurad,ldad
data/0_input/handout-modified/train/1007.png,manos,maos
data/0_input/handout-modified/test/1008.png,,ae
data/0_input/handout-modified/test/1009.png,,"maa,"
data/0_input/handout-modified/train/1010.png,rin-,ti
data/0_input/handout-modified/train/1011.png,todo,todo
data/0_input/handout-modified/train/1012.png,posible),posle
data/0_input/handout-modified/test/1013.png,,todos
data/0_input/handout-modified/test/1014.png,,aio-
data/0_input/handout-modified/train/1015.png,Si,(
data/0_input/handout-modified/test/1016.png,,Son
data/0_input/handout-modified/train/1017.png,tamente.,tamete
data/0_input/handout-modified/test/1018.png,,"dees,"
data/0_input/handout-modified/train/1019.png,"preciad,","priad,"
data/0_input/handout-modified/test/1020.png,,prtado
data/0_input/handout-modified/train/1021.png,"cama,",cata
data/0_input/handout-modified/train/1022.png,dola,sida
data/0_input/handout-modified/test/1023.png,,Ciiio
data/0_input/handout-modified/test/1024.png,,eio
data/0_input/handout-modified/train/1025.png,"enfermos,",ensetos
data/0_input/handout-modified/train/1026.png,"cierto,",ceto
data/0_input/handout-modified/train/1027.png,el,el
data/0_input/handout-modified/train/1028.png,cubrir;,"conri,"
data/0_input/handout-modified/train/1029.png,entre,l-
data/0_input/handout-modified/test/1030.png,,cele
data/0_input/handout-modified/test/1031.png,,tode
data/0_input/handout-modified/train/1032.png,Obispos,"Ciros,"
data/0_input/handout-modified/train/1033.png,ganaron,ganros
data/0_input/handout-modified/test/1034.png,,to
data/0_input/handout-modified/test/1035.png,,"adas,"
data/0_input/handout-modified/train/1036.png,dellos.,"deltos,"
data/0_input/handout-modified/train/1037.png,beneficios,heresiios
data/0_input/handout-modified/train/1038.png,que,que
data/0_input/handout-modified/test/1039.png,,te-
data/0_input/handout-modified/train/1040.png,valen,la
data/0_input/handout-modified/train/1041.png,"diferencias,","dienias,"
data/0_input/handout-modified/train/1042.png,particular),dte
data/0_input/handout-modified/train/1043.png,tos,to
data/0_input/handout-modified/test/1044.png,,(a
data/0_input/handout-modified/test/1045.png,,esgedos
data/0_input/handout-modified/test/1046.png,,deode
data/0_input/handout-modified/test/1047.png,,did
data/0_input/handout-modified/train/1048.png,"engañar,","enatar,"
data/0_input/handout-modified/test/1049.png,,aes
data/0_input/handout-modified/test/1050.png,,lii
data/0_input/handout-modified/train/1051.png,fundandole,sundandole
data/0_input/handout-modified/test/1052.png,,S
data/0_input/handout-modified/train/1053.png,vicios:,seios
data/0_input/handout-modified/test/1054.png,,edos
data/0_input/handout-modified/train/1055.png,"armas,","aos,"
data/0_input/handout-modified/train/1056.png,antemano,ameron
data/0_input/handout-modified/train/1057.png,lumnas,butas
data/0_input/handout-modified/test/1058.png,,poeda
data/0_input/handout-modified/train/1059.png,"las,","mlas,"
data/0_input/handout-modified/train/1060.png,gusto,gaso
data/0_input/handout-modified/train/1061.png,candalo,canado
data/0_input/handout-modified/train/1062.png,virtuo-,mao-
data/0_input/handout-modified/test/1063.png,,t
data/0_input/handout-modified/train/1064.png,enamorados<,enados
data/0_input/handout-modified/train/1065.png,"Principes,","Cercies,"
data/0_input/handout-modified/train/1066.png,ocultó,"cocudo,"
data/0_input/handout-modified/test/1067.png,,oos
data/0_input/handout-modified/train/1068.png,dan,dian
data/0_input/handout-modified/test/1069.png,,la
data/0_input/handout-modified/test/1070.png,,si
data/0_input/handout-modified/train/1071.png,nobles,"moles,"
data/0_input/handout-modified/train/1072.png,"primero,","pores,"
data/0_input/handout-modified/test/1073.png,,t
data/0_input/handout-modified/test/1074.png,,"Misas,"
data/0_input/handout-modified/train/1075.png,Don,Damon
data/0_input/handout-modified/train/1076.png,contenteys,teon
data/0_input/handout-modified/train/1077.png,conocen,"contes,"
data/0_input/handout-modified/train/1078.png,podia,pota
data/0_input/handout-modified/test/1079.png,,cei
data/0_input/handout-modified/train/1080.png,"huesped,","luped,"
data/0_input/handout-modified/test/1081.png,,todos
data/0_input/handout-modified/train/1082.png,dixo,deo
data/0_input/handout-modified/train/1083.png,Rey,liys
data/0_input/handout-modified/test/1084.png,,ondas
data/0_input/handout-modified/train/1085.png,"combites,","contes,"
data/0_input/handout-modified/train/1086.png,del,dal
data/0_input/handout-modified/test/1087.png,,mado
data/0_input/handout-modified/test/1088.png,,dar
data/0_input/handout-modified/test/1089.png,,mata
data/0_input/handout-modified/train/1090.png,ganareys,grneys
data/0_input/handout-modified/test/1091.png,,ha
data/0_input/handout-modified/test/1092.png,,cada
data/0_input/handout-modified/train/1093.png,cumplieredes,aleedes
data/0_input/handout-modified/test/1094.png,,aes
data/0_input/handout-modified/test/1095.png,,ddos
data/0_input/handout-modified/test/1096.png,,Pos
data/0_input/handout-modified/train/1097.png,tantas,tatas
data/0_input/handout-modified/train/1098.png,devria,devia
data/0_input/handout-modified/test/1099.png,,Cedad
data/0_input/handout-modified/train/1100.png,habito,haro
data/0_input/handout-modified/train/1101.png,imitad,istia
data/0_input/handout-modified/train/1102.png,bre,lite
data/0_input/handout-modified/test/1103.png,,"estas,"
data/0_input/handout-modified/test/1104.png,,queos
data/0_input/handout-modified/train/1105.png,conocida,enocida
